"X","Y","Z","GpsTime"
584451.041,5403724.878,2191.510,124648650.552
584484.168,5403813.271,2814.500,124648650.810
584450.578,5403686.008,2236.450,124648651.870
584454.050,5403783.523,2903.380,124648652.368
584458.700,5403578.220,2287.650,124648654.411
584187.141,5403727.528,2173.500,124648654.474
584060.318,5403712.577,2158.230,124648656.576
584328.958,5403564.022,2274.780,124648656.609
584109.988,5403547.898,2235.000,124648659.927
584052.393,5403582.349,2206.860,124648659.976
584199.320,5403448.971,2282.030,124648660.955
583926.313,5403586.690,2158.070,124648661.506
584140.848,5403515.303,2666.180,124648661.831
584132.102,5403513.513,2753.070,124648662.329
584029.378,5403462.193,2232.380,124648662.988
584095.611,5403480.241,2667.080,124648663.253
583923.298,5403472.987,2202.100,124648664.216
584068.840,5403315.381,2304.610,124648665.934
583900.627,5403375.488,2232.080,124648666.768
583672.453,5403311.783,2140.000,124648671.021
583848.753,5403185.858,2274.650,124648671.622
583562.901,5403306.532,2037.620,124648672.381
583676.838,5403173.872,2087.470,124648673.706
583808.942,5403054.891,2139.100,124648674.463
583557.961,5403050.243,2077.470,124648677.886
583477.727,5403047.650,2037.430,124648678.928
583559.710,5402916.282,2096.760,124648680.654
582973.658,5402809.157,1838.470,124648690.290
582884.690,5402658.819,1785.050,124648694.660
582770.130,5402523.003,1758.400,124648698.604
582645.369,5402519.671,1710.220,124648700.062
583063.902,5402275.337,2202.830,124648700.250
583042.431,5402131.659,2135.340,124648702.859
582486.493,5402258.517,1642.130,124648706.543
582454.038,5402173.243,1642.140,124648708.670
582796.822,5401879.311,1880.930,124648710.067
582380.479,5402130.338,1631.050,124648710.283
582256.673,5402129.307,1621.010,124648711.861
582331.078,5402056.380,1642.040,124648712.389
582395.622,5401996.829,1694.670,124648712.796
582297.357,5401924.481,1642.660,124648715.281
582656.553,5401605.678,1752.120,124648716.948
582008.357,5401867.448,1497.390,124648719.713
582394.332,5401618.818,1621.020,124648719.955
582134.557,5401739.413,1516.810,124648720.695
582535.079,5401489.531,1708.450,124648720.933
582260.998,5401604.388,1573.150,124648721.813
582008.830,5401732.803,1467.510,124648722.409
581942.632,5401732.663,1444.500,124648723.272
586257.943,5404530.300,2400.270,124649372.108
586671.078,5404791.689,2373.180,124649374.137
586666.432,5404620.831,2432.620,124649376.376
586659.461,5404519.140,2481.760,124649377.780
586803.590,5404622.333,2432.610,124649377.900
586767.633,5404474.417,3125.570,124649380.984
586918.023,5404531.812,2530.970,124649381.006
586800.343,5404274.838,2588.120,124649383.091
587186.798,5404145.702,2929.590,124649390.215
587277.719,5404150.200,2854.590,124649391.101
587180.831,5404022.938,2912.810,124649391.888
587305.978,5404017.650,2813.680,124649393.360
587413.000,5403886.090,2827.980,124649396.041
587451.078,5403767.918,2806.090,124649397.611
587583.402,5403649.052,2773.190,124649400.066
587717.660,5403637.077,2747.550,124649401.857
587846.822,5403631.850,2699.080,124649403.308
587734.620,5403503.030,2778.920,124649404.930
587825.562,5403519.930,2693.380,124649405.200
587912.682,5403481.670,2630.370,124649406.858
587996.081,5403389.709,2588.480,124649410.433
588110.893,5403380.241,2538.810,124649412.596
588112.909,5403251.817,2560.570,124649418.544
588386.353,5403393.352,2382.700,124649419.387
588355.072,5403123.130,2445.050,124649424.129
588636.193,5402998.851,2324.280,124649429.549
588504.751,5402866.681,2306.200,124649429.691
588627.529,5402861.021,2267.230,124649431.165
588654.101,5402860.652,2229.680,124649431.455
588625.937,5402742.232,2261.970,124649432.541
588673.239,5402608.541,1825.180,124649434.247
588853.151,5402871.208,3034.530,124649434.885
588901.703,5402742.623,2129.930,124649436.218
589028.511,5402746.567,2086.680,124649437.532
588902.563,5402612.001,2123.260,124649438.127
589266.811,5402881.470,2037.420,124649438.660
589269.130,5402626.808,2037.460,124649551.880
589209.901,5402725.448,2037.310,124649553.143
588894.577,5403259.770,2167.220,124649561.303
588503.883,5403253.380,2333.810,124649567.520
588394.130,5403147.963,2403.280,124649568.572
588289.030,5403270.391,2419.350,124649571.005
587971.511,5403525.343,2572.760,124649577.204
587583.451,5403894.699,2751.210,124649585.901
587451.870,5403903.059,2780.890,124649588.256
587476.897,5404016.753,2753.400,124649588.555
587315.569,5404014.252,2841.530,124649592.005
587042.409,5404285.397,2769.740,124649599.848
586962.142,5404527.569,2637.270,124649602.226
586889.370,5404691.758,2403.980,124649603.456
586658.587,5404397.931,2536.890,124649605.269
586269.123,5405035.603,2263.740,124649742.315
586520.383,5405175.312,2292.420,124649743.636
586392.397,5405041.493,2292.070,124649744.115
586391.020,5404911.931,2321.860,124649745.897
586391.119,5404783.719,2341.310,124649747.769
586786.611,5404520.098,2491.900,124649758.500
586913.170,5404410.870,2550.970,124649762.263
587159.040,5404365.413,2831.080,124649768.023
587573.592,5404151.342,2718.710,124649776.909
587850.408,5404140.822,2584.430,124649780.717
587704.738,5404028.053,2688.480,124649781.233
587706.843,5403892.552,2699.360,124649784.476
587834.750,5403891.610,2618.720,124649786.199
587986.668,5403897.617,2554.630,124649788.533
587869.570,5403803.709,2625.250,124649788.851
587952.907,5403627.100,2642.040,124649793.779
588335.052,5403702.490,2433.750,124649797.222
588509.560,5403140.691,2369.920,124649808.927
588743.361,5403252.203,2238.480,124649809.788
588936.978,5403064.168,3055.890,124649820.569
589217.589,5402847.463,2932.230,124649826.951
589276.209,5402742.238,2037.450,124649827.957
589548.399,5403012.399,1925.590,124649938.810
589542.342,5403141.330,1908.140,124649939.571
589257.769,5402998.462,2037.400,124649942.440
589223.357,5403088.559,2037.400,124649943.150
589179.517,5403402.047,2036.230,124649945.418
588904.802,5403001.809,2195.760,124649947.218
588762.221,5403394.530,2206.160,124649952.058
588888.822,5403654.468,2146.450,124649952.390
588399.313,5403504.363,2367.230,124649958.281
588243.953,5403628.063,2425.980,124649960.865
588270.993,5403933.752,2415.740,124649961.739
588098.401,5403899.401,2522.880,124649963.869
587991.762,5403770.959,2569.510,124649964.827
587757.759,5404122.757,2628.290,124649970.804
587698.877,5404148.902,2677.370,124649972.265
587594.412,5404408.697,2618.000,124649975.957
587443.572,5404403.040,2710.700,124649978.665
587447.441,5404552.422,2563.180,124649979.066
587323.002,5404551.103,2617.420,124649981.407
587296.998,5404522.822,2636.310,124649981.704
587189.530,5404415.480,2735.600,124649983.566
587052.429,5404530.039,2711.330,124649986.728
586937.979,5404798.582,2468.170,124649990.183
586929.253,5404920.541,2491.490,124649991.571
586649.088,5405047.260,2329.070,124649998.051
586650.043,5405177.313,2309.520,124649998.936
586391.009,5405169.798,2265.970,124650003.406
586300.022,5405253.620,2235.000,124650005.376
586265.407,5405164.431,2243.700,124650005.386
586194.631,5405067.360,2234.970,124650005.904
586127.378,5405048.571,2226.650,124650006.860
586120.428,5405172.487,2201.860,124650007.724
586122.398,5405306.829,2183.950,124650008.557
586115.081,5405691.958,2137.630,124650120.788
586362.440,5405692.010,2219.930,124650126.435
586240.739,5405565.863,2179.490,124650126.711
586359.462,5405435.002,2196.250,124650130.856
586781.088,5404916.042,2341.430,124650144.751
586932.797,5405025.370,2442.310,124650145.496
587632.618,5404337.973,2629.310,124650165.168
587692.011,5404275.741,2643.230,124650167.046
587770.659,5404233.178,2630.220,124650168.912
587966.561,5404288.482,2535.880,124650170.700
587803.452,5404156.051,2630.520,124650170.892
587846.310,5404041.949,2579.470,124650173.482
588491.759,5403775.797,2310.840,124650185.447
588373.260,5403660.563,2370.850,124650185.968
589022.228,5403132.433,2132.680,124650204.879
589142.572,5403132.558,2073.750,124650206.260
589145.648,5403005.383,2083.390,124650208.207
589689.519,5403274.252,1811.120,124650210.843
589391.078,5403073.700,3136.320,124650212.495
589472.731,5403110.998,2957.180,124650212.661
589815.710,5403158.750,1766.880,124650214.112
589551.649,5402882.683,1932.230,124650214.977
589676.072,5402883.293,1892.210,124650216.400
589677.233,5402753.119,1900.290,124650218.608
589833.441,5402877.529,1805.880,124650499.970
589325.949,5402867.083,2003.160,124650508.258
589412.462,5403268.160,1942.280,124650509.161
588623.852,5403777.947,2281.040,124650527.189
588380.778,5403768.857,2399.150,124650532.202
588364.567,5404048.782,2376.150,124650534.168
588218.390,5404022.690,2445.510,124650536.663
588078.881,5404158.623,2460.060,124650540.252
588087.721,5404298.489,2472.840,124650541.232
587846.770,5404268.660,2571.880,124650545.036
587832.229,5404545.691,2531.240,124650547.344
587695.208,5404550.911,2554.310,124650549.542
587635.628,5404527.097,2630.340,124650550.506
587562.049,5404567.849,2597.560,124650551.744
587565.963,5404812.313,2378.520,124650552.993
587494.297,5404735.663,2432.160,124650553.607
587042.339,5404807.318,2568.010,124650561.344
586896.607,5404818.943,2397.060,124650563.083
586649.358,5405306.698,2302.050,124650570.022
586520.757,5405293.621,2269.180,124650571.903
586400.239,5405436.428,2246.410,124650574.802
586244.451,5405690.978,2181.900,124650578.933
586336.551,5405600.363,2939.730,124650579.428
585880.641,5405673.891,2037.610,124650584.659
585591.051,5405685.932,1974.750,124650589.238
585712.020,5405957.029,2008.760,124650589.363
585736.310,5406091.088,2064.650,124650590.148
585620.172,5406111.932,2037.420,124650592.406
585323.610,5406194.992,1942.260,124650709.238
585341.651,5406067.327,1883.900,124650710.638
585552.290,5406187.981,2037.120,124650711.559
585586.531,5406056.670,1987.360,124650713.744
585462.171,5405938.521,1929.060,124650713.811
586255.459,5405432.910,2190.670,124650729.365
586386.230,5405554.740,2210.920,124650729.445
586646.881,5405570.043,2290.430,124650732.736
586522.157,5405436.011,2243.780,124650732.778
586496.720,5405342.938,2234.330,124650733.658
586992.540,5405135.683,2432.960,124650742.649
587169.027,5405186.819,2339.000,124650744.071
587180.998,5404919.702,2512.150,124650749.117
587187.327,5404801.121,2565.270,124650751.442
587717.788,5404422.857,2604.070,124650765.414
587846.699,5404414.371,2561.010,124650767.295
588102.367,5404564.120,2424.040,124650768.432
588129.229,5404464.808,2428.940,124650770.193
588080.372,5404424.402,2477.430,124650770.217
588165.770,5404308.820,2432.700,124650773.067
588168.691,5404120.097,2432.620,124650775.831
588257.231,5404010.739,2410.450,124650778.632
588617.183,5403912.708,2296.750,124650785.284
588742.381,5403910.402,2255.370,124650786.891
588687.531,5403625.862,2228.770,124650789.966
589291.761,5403531.750,1981.950,124650798.059
589670.998,5403011.229,1880.780,124650809.481
589829.283,5402751.200,1820.270,124650947.230
589936.738,5403412.080,1545.290,124650949.892
589817.970,5403551.387,1584.070,124650953.012
589561.151,5403672.462,1795.540,124650958.190
589290.351,5403136.948,2000.750,124650959.067
588891.979,5403904.879,2166.310,124650970.698
588763.532,5403651.399,2205.360,124650971.337
588903.088,5404049.002,2173.650,124650971.689
588781.578,5403768.792,2206.430,124650971.789
588496.242,5404037.799,2334.320,124650979.147
588362.581,5404169.079,2354.580,124650982.386
588238.072,5404288.849,2394.910,124650985.386
588252.199,5404420.043,2383.250,124650986.010
588137.331,5404263.892,2432.550,124650986.714
587963.048,5404418.272,2530.980,124650990.842
587968.290,5404695.199,2428.280,124650992.380
587691.850,5404701.972,2431.640,124650996.670
587684.411,5404805.983,2376.260,124650997.515
587237.117,5404955.320,2385.070,124651005.473
587158.329,5405005.238,2495.800,124651007.473
587035.769,5405179.861,2371.290,124651010.179
587041.401,5405316.162,2342.040,124651010.881
586650.937,5405435.570,2288.940,124651017.768
586117.148,5405820.347,2128.210,124651030.065
585991.709,5405677.921,2086.430,124651031.074
585996.331,5406228.522,2236.950,124651035.936
585894.177,5406260.778,2235.410,124651038.345
585591.182,5405940.757,1944.800,124651039.697
585477.692,5406220.627,2068.390,124651044.585
585582.781,5406631.712,2004.980,124651046.439
585464.239,5406560.658,2059.630,124651047.958
585429.823,5406610.171,2011.480,124651048.856
585177.649,5406171.130,1836.520,124651048.905
585062.041,5406448.312,1953.740,124651173.314
585580.618,5406721.679,1939.400,124651175.628
585188.689,5406324.293,1946.410,124651176.172
585456.130,5406457.151,2120.230,124651177.455
585310.028,5406310.283,2007.800,124651177.588
585587.508,5406332.022,2132.450,124651180.444
585453.328,5406183.810,1998.700,124651180.527
585747.429,5406346.090,2235.360,124651182.273
585718.503,5406203.388,2137.510,124651183.561
585713.937,5406045.023,2028.790,124651185.314
585766.758,5405958.303,2037.510,124651187.715
586117.787,5406225.227,2279.810,124651188.619
585798.722,5405909.537,2037.310,124651188.700
586143.152,5406099.151,2235.030,124651190.674
586342.772,5405801.722,2234.390,124651196.811
586506.697,5405825.762,2333.200,124651198.354
586456.317,5405551.079,2234.950,124651201.068
586773.772,5405439.837,2330.410,124651206.017
587044.891,5405581.639,2192.090,124651207.032
587315.749,5405321.748,2219.530,124651214.296
587342.113,5405231.209,2233.710,124651216.322
587172.448,5405063.052,2367.640,124651217.118
587309.962,5404942.579,2344.760,124651221.042
587436.370,5404829.559,2383.090,124651224.957
587833.783,5404810.288,2395.490,124651231.536
587827.452,5404728.072,2431.270,124651233.084
587953.472,5404827.073,2366.750,124651233.090
587909.817,5404751.003,2432.610,124651234.029
587810.842,5404665.759,2507.130,124651234.273
588025.167,5404619.182,2432.630,124651238.258
587955.069,5404545.443,2497.600,124651238.842
588162.051,5404415.779,2432.620,124651244.464
588359.929,5404296.037,2355.680,124651249.686
588238.770,5404174.700,2388.670,124651250.193
588758.057,5404167.489,2226.420,124651258.108
588737.143,5404039.220,2256.850,124651260.165
589287.398,5403915.157,1956.860,124651271.163
589445.672,5403939.733,1820.170,124651272.985
589413.728,5403400.927,1938.050,124651280.098
589529.471,5403402.791,1881.160,124651281.401
589543.300,5403270.390,1891.120,124651283.560
589659.888,5403139.770,1863.380,124651290.775
589747.559,5403085.258,1840.200,124651295.896
589761.641,5403008.667,1839.840,124651298.365
589945.051,5402887.090,1751.720,124651426.095
589917.887,5403359.390,1683.720,124651429.894
589623.502,5403384.030,1839.800,124651435.052
589713.180,5403675.997,1620.500,124651435.260
589706.828,5403816.057,1615.870,124651436.210
589558.263,5403798.427,1782.430,124651438.549
589409.579,5403662.607,1931.000,124651440.137
589286.181,5403392.473,1992.000,124651440.389
589284.203,5403658.723,1976.460,124651442.038
589195.040,5403934.310,2026.380,124651445.282
589154.113,5404032.298,2036.210,124651446.613
588796.658,5403901.200,2208.470,124651452.527
588777.043,5404062.479,2219.510,124651454.090
588683.111,5404196.211,2234.990,124651456.425
588617.157,5404033.527,2310.300,124651456.738
588610.080,5404166.940,2282.180,124651457.594
588481.651,5404290.103,2304.510,124651460.639
588480.838,5404425.741,2270.800,124651461.461
588077.638,5404534.329,2445.940,124651468.700
587951.061,5404660.559,2446.910,124651471.873
587744.801,5404764.481,2432.650,124651475.750
587562.887,5405059.367,2300.600,124651480.550
587435.530,5405178.767,2261.420,124651483.426
587443.620,5405271.622,2235.000,124651483.901
587299.172,5405458.292,2173.160,124651487.322
586911.509,5405443.989,2346.870,124651495.656
586909.988,5405496.397,2715.110,124651496.415
586791.709,5405830.001,2219.550,124651500.261
586640.162,5405699.569,2329.970,124651501.683
586375.902,5405952.931,2328.480,124651507.802
586247.832,5406093.719,2279.970,124651510.925
586109.881,5405946.472,2158.160,124651511.766
586240.270,5406212.241,2331.330,124651512.038
585980.279,5406074.928,2157.740,124651514.886
585950.453,5406369.081,2229.530,124651517.782
